TrialIndex,Subject,Congruence,ResponseTime,Correct
5749,15,1,343,1
5750,15,1,308,1
5751,15,1,267,1
5752,15,1,419,1
5753,15,2,405,1
5754,15,2,391,1
5755,15,2,507,1
5756,15,1,905,1
5757,15,1,512,1
5758,15,2,422,1
5759,15,1,480,1
5856,15,2,691,1
5857,15,2,458,1
5858,15,2,483,1
5859,15,2,442,1
5860,15,1,387,1
5861,15,2,390,1
5862,15,2,377,1
5863,15,1,429,1
5864,15,1,414,1
5865,15,2,384,1
5866,15,2,331,0
5867,15,2,533,1
5868,15,1,434,1
5869,15,1,348,1
5870,15,1,464,1
5871,15,2,384,1
5872,15,2,436,1
5873,15,2,461,1
5874,15,2,365,1
5875,15,2,441,1
5876,15,1,626,1
5877,15,2,500,1
5878,15,1,402,1
5879,15,1,413,1
5880,15,1,447,1
5881,15,1,376,1
5882,15,1,340,1
5883,15,1,377,1
5884,15,1,444,1
5885,15,1,477,1
5886,15,1,340,1
5887,15,2,322,0
5984,15,1,814,1
5985,15,2,424,1
5986,15,2,346,1
5987,15,2,374,1
5988,15,1,354,0
5989,15,1,635,1
5990,15,1,477,1
5991,15,1,724,1
5992,15,1,354,1
5993,15,2,439,1
5994,15,2,440,1
5995,15,1,466,1
5996,15,1,386,1
5997,15,2,349,1
5998,15,1,378,1
5999,15,1,357,1
6000,15,1,386,1
6001,15,2,461,1
6002,15,2,421,1
6003,15,2,391,1
6004,15,1,506,0
6005,15,1,317,1
6006,15,1,459,1
6007,15,2,324,1
